SYNOPCode,TemperatureMin,Particulate,AbsoluteHumidity,VisibilityMin,ParticulateMin,Temperature,FSO_Att
5,23.8399447623969,10.80832635,17.18550481,25860.7921713515,9.83474255826448,24.96750288,9.300406211
5,22.9429691315305,11.05448395,17.22935727,32457.4429334909,11.0065685823019,25.04409965,8.871023702
5,24.7221630220211,17.76636216,17.25058647,34200.5320251374,16.4154084503567,24.91588744,8.069682987
5,22.7055460904645,17.86135907,17.34049979,31235.7335678936,16.319471031162,25.14605719,8.162878664
5,23.9175538590294,94.38857341,17.19837308,10553.3463139418,92.3582409338017,24.16105627,9.808266412
5,23.9436101370526,22.99609406,17.29528993,22093.4888601727,21.8065627736216,24.09449259,8.599334464
5,23.7674316059257,12.99882716,17.3487281,26630.355313935,12.8883548405917,23.93750142,9.09374702
5,21.9358936125311,12.78991519,17.23080847,24745.5575937775,12.2866466734407,23.8801154,8.436428324
5,22.6584554859376,0.0,17.39146896,28897.5311156442,0.0,23.83956268,8.207996223
5,20.7417243144501,155.3582707,18.21911763,6904.40956783763,143.431476611453,22.84292768,11.5547885
5,22.4813109829428,197.4145398,18.39119779,4320.88341179576,183.208841952806,22.61375823,13.89958746
5,21.4827262866767,149.2833466,18.43520247,5785.37085158194,141.200567236783,22.56654158,11.96936864
5,21.717182908348,42.12672488,18.37446171,10162.7580715799,39.1777698932823,22.43796254,9.558685717
5,20.6761429579334,17.8947308,18.03665123,15379.7562075765,17.2913831137135,21.99015077,9.686978172
5,20.7928670429708,0.0,18.07287397,27456.4551622817,0.0,22.1451348,8.456863716
5,21.1724045511053,16.74555868,18.18470235,22308.7922893747,16.7194457308711,23.25431274,8.345798697
5,23.0281500423467,15.07839191,18.01921402,23189.9952088251,14.7744352350243,23.23271282,8.860839769
5,21.7505637555537,14.08132829,18.0268839,20514.6959429873,13.1496894368605,23.213304,7.982056012
5,21.7504890087145,22.00126642,18.27187834,17538.0930670529,20.8658264859412,23.26663952,8.4669347
5,21.0875052954588,22.02236987,18.10186473,16761.79652738,21.9436404331418,23.27224483,8.521146386
5,22.2411411752576,0.0,18.35510104,24554.3836700916,0.0,24.05601992,7.523995547
5,23.7879060608688,14.20272147,18.58977858,22665.5429653382,13.8756136459553,23.95305973,7.921997226
5,24.6489677344846,31.02687484,17.901232,16158.5440346821,30.0402415605999,25.50937074,9.231113181
5,25.1410035682992,31.34011089,18.09571063,14268.6998171795,28.9344080763483,25.33800331,9.525393025
5,23.768853424092,49.94919393,18.79941194,8151.8581158757,45.6103587313821,23.94808467,10.37124162
5,23.2807547433331,30.43703827,19.18181363,10500.7285442562,27.5582645867519,23.87719078,9.489203022
5,21.9184963531078,50.116538,19.1960484,8952.17248825019,45.2743228431099,24.07522151,9.757898196
5,23.2501070932964,10.93480557,19.11822646,14189.8583821644,10.4022019941774,24.10056491,8.966872645
5,22.0831735827853,0.0,19.29007656,15486.5770989674,0.0,24.15831232,8.341296929
5,24.4034547102396,10.96101295,19.62176076,27469.6694970356,10.1358528036264,27.05560506,9.146357011
5,26.3081232742806,11.04663714,19.47802843,32482.7112508985,10.8271211240396,27.24450734,8.81895699
5,24.7436421492525,0.0,19.62020289,40044.8017143537,0.0,27.09437967,9.111736201
5,26.3412530916098,19.16270205,18.6934209,28273.2766201477,17.7487443204493,27.3449782,9.158942068
5,25.869795344739,0.0,18.87109262,38930.512815863,0.0,27.47545911,8.879498917
5,27.035583222515,33.19555411,19.06303181,24192.8446834141,29.968286746411,27.28999732,9.148426182
5,25.157802637528,13.03407731,18.46832796,22001.2202420353,12.3084638167579,25.18063975,8.756963008
5,24.2241354382329,13.08279691,18.30914125,22002.824413445,12.4292901782125,25.01246274,9.10790479
5,23.751566172879,0.0,18.26388567,30924.6983642613,0.0,24.96380902,8.10677407
5,21.133891434896,108.6383349,18.2849228,11752.5598589586,98.3072332790723,22.70022905,9.096725423
5,20.762381855389,0.0,18.45436383,55501.9532327166,0.0,22.43418336,7.885753201
5,21.8058897344996,13.90296351,18.55935806,46086.7832394005,13.1410124183349,22.50417902,7.921730233
5,20.5951585318556,18.6608688,18.85114484,19726.8419791322,16.992363522762,22.30409766,10.09088492
5,22.3555140945352,22.10463057,18.85409744,22551.1418583101,20.8563806973133,22.37528432,9.089698103
5,20.5633493821299,0.0,18.99711877,29294.9623302314,0.0,22.59805497,7.686380845
5,24.3270620055818,116.6050139,18.23829201,26551.2399318139,110.186411911082,24.56542881,9.143786077
5,23.5528945305706,0.0,18.34419165,47152.5379601887,0.0,24.6146132,7.515603744
5,23.0581038359777,13.00047979,18.07157476,29127.7152017586,12.5183152198467,25.59522194,9.24095812
5,22.5111637498412,11.82024804,18.87343056,47946.9495857819,10.8572830946955,22.97395375,8.858724013
5,21.9501128373087,21.25743632,18.92924529,39187.4588560595,19.5001651179773,22.92717488,9.223585632
5,21.6421293037722,0.0,18.84641683,69085.6172139694,0.0,23.08654113,8.779103195
5,21.9451297335988,18.10906927,18.46090913,38977.339813178,17.4720394745275,22.92632718,10.2895747
5,22.156113236583,34.46644747,18.22870674,41975.1557450982,31.9136710871702,23.12971078,8.475346721
5,22.0840828113671,11.97570475,18.64561164,27793.8437906103,11.6199570858628,22.24302529,12.74317775
5,22.9177252129347,117.5603103,18.24776322,12625.8205062152,111.169299111292,23.05909594,10.62169698
5,21.2331053548908,0.0,18.54643791,13053.3579190586,0.0,21.94091496,9.113006474
5,21.3343166374294,0.0,18.73682032,22715.5075492434,0.0,22.48084849,7.043624168
5,22.350779337787,117.1111838,19.47841398,6516.49493680532,105.620892531806,22.92674351,13.3148174
5,22.364603937535,23.60242338,19.79686981,9555.74418309403,21.8579604228011,22.90298391,12.31725231
5,21.6348148182856,9.808077857,19.69221345,10561.2983943548,8.8467068255579,23.03896455,10.00636897
5,21.57707244669,124.4638517,19.53181352,6218.90680834089,116.348305253184,22.95380537,14.42373532
5,23.3946689312734,10.84892978,19.93891576,43055.9656774907,10.1120637852746,25.43170771,9.039982404
5,23.2590497742309,56.15769776,19.39521115,11347.4531581688,54.7419192118456,24.15619696,11.54136375
5,23.0338107588425,81.44986174,19.5596093,13511.4173024313,76.3425603412977,24.13310898,12.85992722
5,21.8148642348017,143.2357001,19.37220139,6322.27355126862,131.292337988344,23.04468711,16.44344114
5,21.2792214983683,18.93747035,19.27621597,17576.5998138126,17.6250252093019,23.1301562,10.71638993
5,22.5995506237123,19.19853835,19.42212294,22940.8065944718,17.4265795070321,23.22178808,10.69434505
5,21.168414924745,19.82680177,19.31314029,18831.9249591334,19.6871468182683,23.25774286,10.29565518
5,21.0793070069869,17.80597315,19.49022248,20992.5994080764,17.7855719101089,23.3448051,10.86967069
5,21.9145495759026,18.20966982,19.15342853,23919.8311816978,17.1840434214271,23.24888334,10.69209356
5,21.3750123165182,264.3495278,19.49433329,4423.10600857041,240.803621548018,23.39530853,15.87232453
