SYNOPCode,TemperatureMin,Particulate,AbsoluteHumidity,VisibilityMin,ParticulateMin,Temperature,FSO_Att
8,23.7097896104204,32.37006139,17.26282362,25616.0135009946,30.3087190215293,24.96156582,9.649170728
8,24.1937989960272,0.0,17.58348619,38465.3190032609,0.0,24.47617249,8.171940633
8,22.0987827845906,0.0,17.92194216,34348.245927083,0.0,22.28639774,7.535523266
8,23.7704041071029,0.0,17.03089721,34678.5125132784,0.0,24.77125956,7.707559432
8,23.6140415603839,13.91233873,17.26936397,24055.9947337726,13.4175096149123,24.52323673,8.35670981
8,24.1455918258424,10.12281046,17.24968557,40293.015002028,9.97453579435793,24.51641818,7.905403107
8,23.9526758930554,14.87564679,17.48534185,28849.1564665207,13.567138319773,24.26274335,8.487120191
8,23.8023560009272,9.934332698,17.02194322,41507.5214482441,9.60424914694861,24.51871528,8.022439369
8,22.7577210746173,12.05970582,17.39571074,31286.5150647823,11.9652650121125,24.55084957,7.975720879
8,24.4413934527913,21.30580856,17.43356413,22011.7029849131,19.8327584461233,24.49936251,8.064228885
8,21.836682231069,13.76618879,17.29684112,31264.6440921271,13.7042078598664,24.2239994,8.093153892
8,24.2414323849672,20.28038376,17.8519901,32787.0135585755,19.9443834009008,26.79456637,9.567631293
8,26.5731439030252,0.0,17.94854871,42561.2351864742,0.0,26.60546131,8.770677538
8,25.8604966092371,119.6966932,17.80429849,15813.8735020727,110.041457799017,25.95935806,9.11004549
8,25.441494493283,122.0365277,17.77233235,38333.8253935282,121.947054656927,25.721771,7.983744074
8,24.3790940161769,0.0,17.65684299,57566.3445026193,0.0,25.69238445,7.764836346
8,21.3793258032931,0.0,18.99960864,50681.5197869244,0.0,22.96419311,9.258992726
8,21.4369876330643,32.26135691,19.10674201,35945.4060869455,30.0568172979,23.03418147,8.793221279
8,22.6684327733878,24.37985328,18.93384887,36396.6189057318,22.8513345832954,23.05993435,8.841700299
8,21.9451208034953,9.900192301,18.66314475,21116.7509252608,9.20885875349124,21.95360762,6.745009893
8,21.5862946220224,10.12932424,18.67620615,20195.6159766072,10.1050529412425,21.8423591,6.691158857
8,21.7273596678262,0.0,18.80517502,26710.8262487066,0.0,21.89773169,6.864156071
8,21.0953615231574,20.39637096,18.60293129,23105.8824381651,20.0507092735426,21.96240301,7.237849588
8,20.0825118028734,20.22509747,18.54938051,10939.5069284344,19.5039474128128,21.93382066,7.80671887
8,20.6331284292375,22.25553003,18.51018772,13342.7852841308,20.7984137756773,21.95666888,7.896633205
8,21.4719876776849,0.0,18.56614463,13597.1323430575,0.0,21.98706651,7.866472125
8,20.2687326336003,13.84955195,18.47116416,21570.7472198879,12.6730156250686,21.9469358,7.464893304
8,21.8459978382765,43.2807517,18.5340284,10206.6944358474,39.98450544213,22.06776949,8.649722907
8,22.6207649769439,13.00724513,20.59809648,6017.50293229844,12.6104900031421,24.11100488,11.36512463
8,22.447022014284,28.29000982,20.3888987,6120.84085362184,27.9772251248827,24.01876786,11.24872631
8,23.7317864160812,27.87776723,20.45203539,6204.6578951479,26.3326454298669,23.97382162,11.0820358
8,23.9573422416337,23.63419421,20.52198753,6150.80363400677,22.8087456764026,24.0613689,11.64193271
8,23.6424378972565,24.0377738,20.58361923,6225.47928373285,23.1355271242651,24.06883591,11.48211723
8,22.8153857584545,18.94473286,20.37789579,6239.4805065159,17.5735844863702,24.10320656,11.70638711
8,22.0019058161674,154.1952141,19.23270941,3553.62087169383,143.67535897205,22.86988903,14.24620752
8,21.251685917627,91.03962386,19.11799453,8853.80682646285,89.2669137096625,22.84642209,12.34528639
8,21.3019039990122,89.54907757,19.23217595,7467.5374388343,84.1816515552555,22.76120336,13.41645093
8,22.6254596967806,0.0,19.57635854,22549.0124676239,0.0,23.22721776,9.584726411
8,20.982977169883,0.0,19.63940016,23067.9232556152,0.0,23.22952629,9.270207259
8,21.2863179592274,16.9592102,19.60067749,19041.597016194,15.3508426918869,23.12729925,10.50615198
8,22.7560576210707,56.18703854,19.57974338,12449.8016140085,51.1452500447837,23.28240459,11.60353166
8,22.4654629894516,0.0,19.46704829,21166.5313665505,0.0,23.13002992,8.584844286
8,21.1045305005141,0.0,19.54880484,7247.75715760067,0.0,22.47559571,18.04867345
8,21.9787378173138,0.0,19.3762266,7555.88838853749,0.0,22.35380112,17.54387032
8,21.3553724324224,0.0,19.41940307,7733.84193157969,0.0,22.45745267,17.40293425
8,20.7645967263207,0.0,19.4455407,8109.34153735538,0.0,22.31805945,18.93065968
8,21.5813009273544,0.0,19.39594298,7684.93064625117,0.0,22.35792421,19.01358585
8,20.2930902896372,16.1331634,19.66381003,8193.92805293919,15.1726709263643,22.51015325,18.63620003
8,21.4599443637663,20.97413923,19.46414511,8226.49686229205,19.9297059457534,22.57311763,19.53988644
8,20.3002950038765,32.09723948,19.44098569,6307.70569788145,31.9234205306019,22.50934907,19.51864959
8,22.0482857204217,11.78838865,19.45396499,7975.34203875577,11.2184629792442,22.56412546,19.04744463
8,20.658377811193,0.0,19.6055664,7068.32418568417,0.0,22.646056,15.65283974
8,20.9948270490748,21.64844769,19.54425479,8092.65563500488,19.7584667677602,22.67691962,20.05848228
8,20.8600527270716,97.43771262,19.54403362,7349.71929166543,97.0214006095825,22.76878664,20.53944684
8,20.9155422865619,211.8376841,19.54964631,3600.00699700373,202.401702644568,22.88457138,23.02607735
8,21.2921555709349,118.8689422,19.34016481,4966.10912477889,107.091384867958,22.71893237,20.79835208
8,22.7284070662621,58.86340226,19.36914439,6305.92660520558,55.2351129776343,22.87589798,18.4568848
8,20.7473447591015,20.38967706,19.46515555,7673.45081130491,18.6808174459538,22.76534058,19.88486902
8,21.9145113201373,0.0,18.44339466,43641.7969371161,0.0,23.46341106,9.331280175
