SYNOPCode,TemperatureMin,Particulate,AbsoluteHumidity,VisibilityMin,ParticulateMin,Temperature,FSO_Att
6,24.0198691358094,31.16695791,17.1108823,20911.9456219423,28.6104263188414,25.06597764,9.454984283
6,23.9362965118919,38.63601908,17.0942515,15683.9653121202,36.0010987365462,25.04619793,10.22524415
6,22.6418918522221,38.34843431,17.1778143,16952.1796201902,36.8667576778787,24.96831477,10.46423485
6,22.9805828636683,190.5771486,17.35341468,7204.75466842003,173.950656767792,24.42712926,9.68875982
6,22.5808465055989,196.0201278,17.24277939,7352.65689727067,196.002471928716,24.22335521,9.860963225
6,22.2110102280805,11.11929071,17.34923597,31267.8369864767,10.1728562864888,23.64670311,7.938157177
6,21.3721526528584,10.88299917,17.41769476,30018.4412914053,10.6360497273732,23.7412048,7.722302687
6,22.5746812818736,12.91400019,17.34724643,32250.6480587127,11.9799866440836,23.84524612,7.94989863
6,21.8332637156376,13.09769158,17.19623491,36415.6854077093,12.4319522312961,23.79617216,7.929780242
6,21.788478936091,0.0,17.40563847,41658.1752392246,0.0,23.8642922,7.249572814
6,23.1066753773548,10.0306166,17.75427746,24843.1511900835,9.18689331739871,23.32322876,8.990354163
6,21.6877865007239,0.0,17.47660957,32415.3762385544,0.0,23.36910434,8.422646496
6,23.3334486087957,21.75844331,17.65523401,26427.3743874154,21.2171766762362,23.67540185,9.303899354
6,23.3236879973104,55.45183939,17.58735296,15527.3514476817,52.2612582331547,23.41832345,10.41826348
6,22.5227318636469,54.48334706,17.55967519,13235.1020379569,49.480656724382,23.35984357,10.55477252
6,22.0164893630401,14.17198142,17.92680131,30127.8938438569,13.5617838286706,22.93604186,8.03995734
6,22.0389633406281,31.45457675,17.91117268,25771.92131206,30.0299204589262,23.16743094,9.067082782
6,22.320192472903,76.51028515,17.9775162,17033.56063528,68.984472139443,23.14676168,9.621763229
6,21.397076433143,87.39867618,18.20914236,11080.2023488195,83.5804964809348,22.28162578,8.478892544
6,22.1857841452118,175.3346346,18.26268166,6248.27122498606,161.383867935226,22.20134169,10.78656288
6,22.5816960761709,15.76335647,17.83080318,28036.9226972301,15.1430521424858,23.65816184,8.176439225
6,22.4437453444459,0.0,17.80602963,31113.4750925092,0.0,23.57685138,8.318171366
6,24.7174208018098,13.91634667,19.55726359,24906.7816142774,13.5829578797443,25.26994251,8.313489311
6,23.998776659993,13.98027496,19.40440368,24100.2814627996,13.9301160599246,25.32423648,8.198801333
6,24.5967856614619,0.0,19.10090655,42567.0186924384,0.0,25.28435299,7.773428759
6,23.3410567924611,9.815446273,17.19914506,37142.9145376527,8.84443455282089,24.81150093,7.646506336
6,22.271619182035,11.86290265,17.12436347,33142.3962264301,11.1846297837433,24.73360957,8.200473755
6,22.8442465246234,12.01811012,17.14943957,34536.339296846,11.7329436614342,24.70510422,7.991427535
